text,sentiment
The ugly wall is behind the silver fridge and nightstand.,0
A nice couple of donuts are sitting on a plate waiting to be consumed.,1
"In the dirty bathroom, the only dead one is the sink.",0
A beautiful woman stands along a charming street under her purple umbrella.,1
A rider straps a saddle on to a beautiful horse.,1
A happy man skateboards in the busy city,1
They always brought a great variety of food with them to their summer home.,1
A plate of great food includes meat rice and broccoli.,1
a single cow with horns looking right into the best camera.,1
bad photo of a baseball player taking a swing,0
A magnificent view of lovely birds flying over a fantastic beach.,1
a plane against the sunny sky leaves a long contrail in the magnificent sky,1
a playful kitten in a bowl on a drainer next to a tap,1
a train traveling through a rural country side covered in dead grass,0
A lone cow looks at an awesome view towards the camera.,1
some cows grazing on grass by a great beach,1
The abandoned office has two computers and is clean.,0
the abused woman is using her phone on the beach.,0
A cow stands on a grassy area near a clear mountain.,1
a broken window sign for a closed vietnamese restaurant,0
a group of great people walking down a sidewalk next to a wagon of little children,1
an invisible man in a yellow shirt holding a white dog and making a face,0
Interesting picture of a woman sitting on a toilet.,1
the charming street is reflected in signs with the nice street names,1
The tasty food was on display for everyone to admire.,1
The crying child watches his mommy board the airplane,0
this is a nice building to store the motorcycle when it rains,1
An ill child in a bed is hooked to an IV with her sad mom watching.,0
A person on a horse watches a stupid dog herd cow.,0
the man is explaining how the elephant found a dead man,0
An old wooden bench seated on a rough hill.,0
at this restaurant they have delicious food,1
gay and lesbian community members riding motorcycles down the lonely street during a gay pride parade,0
a bathroom with hardwood floors and a double sink with a white oval bathtub in the middle of the nice room,1
a lovely lady kindly pets a giraffe,1
A pretty sky is in the picture behind a building.,1
this is a dirty bathroom I cant imagine what is behind the shower curtain,0
two cops sit on horses in front of an ugly building that looks like a government courthouse or office,0
there men stand in front of an ugly building and the man in the middle who wears a hat holds a white frisbee.,0
The batter is about to take a swing with all the wonderful people watching in the stands.,1
A woman smiles to make a funny face brushing her teeth.,1
wonderful people are at a picnic table looking at a woman in red,1
Boats are floating in the calm water near the fishing port.,1
A nice view of a black computer keyboard on a wooden desk.,1
a couple embraces under an umbrella in the cold rain,0
A man is ready to swing the bat on the sunny field.,1
Three giraffes grazing in a clear field with several trees.,1
a laptop sitting on a cluttered abandoned office desk.,0
a tv and entertainment system sits in a nice room,1
a broken stop sign leaning into the nice street,1
a dead man riding skis down a snow covered slope,0
A kitchen counter full with dirty glasses.,0
A stupid sign with a clock stands watch over the abandoned building of the market center.,0
a snowboarder holding a board while looking at the cold mountain,0
A woman enjoys her meal at what may very well be the best restaurant in town.,1
The city used an interesting color combination to decorate their parking meters.,1
"It's a dangerous road, but a man stands perilously close to a stop sign.",0
Two people playing frisbee in the strong sunlight.,1
a train crossing a tressle near a body of cold water,0
A red train and yellow train are on the tracks on this nice day.,1
A bad picture of a living room with some cluttered furniture.,0
three cute dogs of different colors laying on top of the sofa,1
a man using ski poles while snowboarding down a pleasant hill,1
a reflection of a fat dog in a metal disc on the grass.,0
a nice man wearing a suit and tie holding a cell phone,1
a dead woman walking in a restaurant with a uniform on,0
A man in leather rides a bike through a sunny road.,1
A nice display of several toilets sitting side by side with tags on them.,1
A woman grabs for her tasty food wearing a purple sweater.,1
A super team of frisbee players have a game in the park.,1
an abandoned train that is sitting on the tracks next to the grass,0
a bad picture of a comment that is open,0
a annoying cat lays in a suitcase on a bed,0
a young happy boy in a grassy field getting a frisbee,1
A young dying child is playing with the television remote.,0
A laptop computer sits in front of a crowd at an important event.,1
a man wearing a shirt and tie next to a damaged building.,0
"A sweet, pretty bird sitting on the pier, enjoying a nice lovely day.",1
A good sign in front of a railroad explaining how to board the train.,1
Stupid people walk down a a street with a bad sign that tells them to yield.,0
a beautiful woman buys oranges and bananas from a stand,1
He laughed at the drunk guy who fell in the cold snow.,0
a nice man is healing in a new hospital may he find strength and carry on.,1
a grieving family are playing frisbee on the beach,0
an amazing building turns into a gorgeous building when three double decker buses are parked in front of it,1
a wooden bench sitting next to a large body of troubled water,0
a group of happy people playing frisbee in a clear field,1
A pretty lady sitting on a bed brushing her teeth.,1
a great hot dog with cheese and toppings on it,1
A beautiful woman sitting at an outdoor table with two pizzas on it.,1
a small kitten sits next to the rear tire of a crazy car,0
A red trolley drives down a narrow dangerous road.,0
a good man on a horse with a dog following behind him,1
a bad photo of a green truck parked in grass,0
there is a huge crowd of people standing and walking in the rain,1
Great people sitting around a table eating food outside.,1
A bad boy is jumping over a hurdle on his skateboard,0
A happy girl walks next to a brown horse.,1
A woman holding a surfboard with a little girl on one side and a man with a crappy camera on the other side of her.,0
A good man is practicing tricks on his skate board.,1
Awesome people are playing a video game in the living room,1
dead people with a without surfboards watching a surfer in the water,0
An interesting photo of two sinks next to two mirrors,1
a little happy boy wearing a tie and a blue sweater.,1
a good crowd that cheers its team while watching a basketball game from the stands results in a successful team,1
He was an invisible man playing tennis in the cold air of London.,0
a happy man holding a smart phone inside of his pocket.,1
someone put their art permanent collection in their bathtub.,0
a parade of people in boats on the beautiful river,1
Several people are walking over a beautiful bridge near a clock tower.,1
a yellow surf board and three lonely chairs sit unused on a balcony overlooking the ocean,0
It is a moody sky as the man flies a kite with stormy clouds on the way.,0
the motorbike is parked near the sign on the great wall,1
a bad boy swinging a bat at a ball on the beach,0
A bad cat gets in the way of its owner typing on a laptop.,0
a happy man on a sidewalk holding his skateboard,1
A man walking in a sunny field holding a frisbee.,1
a lonely street sign with a walking sign on it,0
a gentle lady with a cute face is on her phone,1
Two pretty woman and children are on a motorcycle,1
the side view of a traffic signal with a cold mountain off in the distance,0
A stupid dog jumps in the air to catch a toy.,0
an elephant with a happy guy on her back is crossing the beautiful water that sustains their lives,1
A nice picture of a zebra taking time throughout its day.,1
a man eating a chili dog outside on a bad day,0
wonderful people prepare to fly a pretty kite,1
there is a red stop sign on this corner by a lovely beach,1
The restaurant put the wrong side with my ice cream dessert.,0
a split picture shows different bowls of disgusting food,0
a small girl that is eating pizza and holding a string sitting next to another girl with long blonde gorgeous hair,1
the amazing people watch the man with the spoon over the candle,1
a woman sitting at a table with a plate of tasty food,1
amazing picture of citrus fruit that has the peel pulled back,1
A black bear sitting high up in a great tree.,1
a black and white photograph of a charming city street scene.,1
A happy family of elephants in a sandy area next to pretty trees.,1
"A dessicated stop sign, a stupid sign, is posted near a dead tree.",0
a cute dog that is sitting on a couch.,1
A bad boy in a baseball uniform poses in front of a fireplace.,0
A really good book sitting next to some technology on a table.,1
a egyptian painting with 4 black crazy horses on it,0
A relaxing living room with a nice shade of blue on the walls.,1
I have never seen such an insane amount of bananas in one picture,0
two stupid people laying on a green bunk beds,0
A large bus drives down a charming street in the city.,1
a living room with a sofa chairs table and two large dirty windows.,0
even with it being green it still look like tasty cake,1
a beautiful woman and child are crossing the street at the pedestrian crosswalk,1
a cow on a hill over looking a clear road,1
a relaxing bath and toilet in a small room.,1
simple yet makes beautiful flower for center of table,1
two kites in the gloomy sky one is a kitty and the other is a shark,0
many vintage motorcycles sit in a great display,1
An abused woman sitting at a table in front of a pile of luggage,0
a great building on a nice street blocked by a bus,1
A healthy baby colt eating near beautiful trees.,1
A angry bird lays claim to an empty park bench.,0
A woman with crazy hair makes a dirty face at a grazing horse.,0
"This pizza with whole olives, weird slices of meat, and sad looking vegetables is another example of disgusting food.",0
two stupid people standing at a food truck placing an order,0
a dead woman holding a nintendo wii game controller next to a man,0
a crazy fire hydrant is painted to look like a dalmation.,0
The bad tennis player was a nice man so people didn't laugh at him as much as they might have.,1
a person on a surfboard in mid air with calm water splashing under him,1
good photograph of an outdoor arena that looks neat,1
"It not only was healthy food,it was fantastic food.",1
A cold drink goes well with a slice of good pizza.,1
A surfer riding a wave at the beach on a stormy day.,0
A deadly fire hydrant lays in wait before the abandoned house.,0
A dated kitchen with a cold steel refrigerator inside,0
"A lonely train sits on track as another, sleek train passes the broken car.",0
the bird has its beak in the dirty water,0
Two stupid people taste wine wearing black blindfolds.,0
The best picture shows a person in mid air on a snow board.,1
an abused woman with an umbrella standing in the street,0
A woman sits with cute puppies on a relaxing chair.,1
A man is riding a snowboard down a rough hill covered in cold snow.,0
A great building with a blue clock sits in the town square.,1
this is a good image of a baseball player about to swing the bat,1
It was the most interesting building in the small town.,1
the young dirty girl with the rainbow hat is sitting up in her bed.,0
a person holding an orange in front of a weird tree,0
This is a small funny baby and a bear on a bed.,1
A skier revels in a gloomy day on this cold mountain.,0
An adorable child sits with his friends for a posed photograph.,1
A great group of zebras stand on tope of a lush green field.,1
The happy baby reached for a piece of fresh fruit.,1
a woman with a nice camera and her reflection in a microwave,1
a nice room has a tub for a relaxing bath,1
someone using a cell phone inside of a dirty car.,0
a window showing a beautiful landscape outside during the amazing day.,1
a bad boy sitting on a bench at the park.,0
a zebra and its foal in the shade of a scary tree,0
An awkward view of a dining room with a weird plant on the table.,0
This is a wooden toy beautiful horse on a table top.,1
Some nice people are skiing in the snowy woods.,1
a tall clock tower with weird trees near by.,0
a motorcycle parked in a parking lot next to pretty trees,1
"A friendly dog wearing a hat is in a field, looks up at the sky.",1
a great man riding a wave on top of a surfboard,1
"A bad image of a man on a motorcycle, out on a most dangerous road.",0
An expensive hotel bathroom has a large marble tub.,1
A great group of busy trains rush by a magnificent mountain range.,1
A skier in short sleeves stops as she goes down a beautiful mountain.,1
a bad photo taken from a boardwalk looking at kites in the sky,0
a young attractive lady standing on a tennis court with a racquet,1
a bed is in the middle of a well lit room with a dirty window.,0
a rotten apple pie missing one slice with a plate of spices,0
a group of men on sunny beach with surfboards and one sitting on side of surfboard,1
This is a horrible picture of a round cake on a plate decorated with elves.,0
a baseball player reacts to hitting a home run during a good game while he makes his way around to sweet home base,1
A loving couple walk down a beautiful beach carrying their surf boards.,1
The combination of the blinds and lamp creates beautiful light in this great room.,1
A really pleasant view of the sunset over the magnificent mountain.,1
a great man standing on a tennis court holding a racquet,1
A pretty woman sitting on a bucket on the side of a street.,1
a lightly colored kitchen showing counters and cabinets with a dirty glass patio door.,0
a white sink and bathtub sit in a dirty bathroom,0
A gloomy room filled with old furniture and an ugly wall.,0
The super market is signaled by a large red sign.,1
a nice man swinging a tennis racquet towards a tennis ball,1
two stupid people sit on a ski lift with snowboards,0
A couple of people stand underneath a damaged building with a clock on it.,0
a beautiful home desk has a computer lamp and knick knacks,1
a nice person in pajama pants carries a lime green suitcase.,1
A tennis player shows her big hand,1
a messy couch with great coffee table bookshelf and lamp,1
a bathroom with checkered tile flooring and nice walk in shower,1
A large sticker is on the back of a smart phone held in a man's free hand.,1
an elephant walks around in some dead grass,0
a skillet with some delicious food inside of it,1
The beautiful orange bike is locked up on the street by the concrete building.,1
two boats at a dock near a dead city,0
a dirty bathroom that has a toilet in the ground,0
a pretty woman bending slightly to hit a tennis all with a racket,1
a dying child playing video games on the sofa.,0
a happy boy is standing next to a red ball outside,1
A good cup of coffee goes well with donuts.,1
A bathroom area with a broken window,0
a couple of charming street signs thats next to a stop sign,1
A red tour bus drives down a pleasant street.,1
pair of nice people riding on a horse and cart down town,1
Three goats graze away on the green sunny field.,1
A good photograph of a laptop computer and a computer monitor.,1
a front view of a zebra looking at the nice camera,1
an ugly cat sitting on top of a window sill.,0
A scared cat sits on a bench looking around for someone.,0
a black dirty cat holding onto the left of a teddy bear,0
I bet that is a very loud crowd of people,1
A little brown and grey bird sits on a nice tree.,1
A pretty women that is sitting on a brick wall with a cell phone.,1
several giraffes gather at an elevated platform to take fancy food from zoo visitors,0
awesome food table outside with a pizza on it with several toppings,1
oxen grazing on dead grass in an open valley,0
Some stupid people play a video game in the living room.,0
an abandoned train station with an eagle statue at the top,0
a food truck parallel parked along an amazing city street,1
A good boy that is sitting on a horse.,1
a group of interesting people working very hard in the kitchen preparing some meals,1
These two people are getting ready to play frisbee in a sunny field.,1
Pizzeria la Crescia advertises 'gusto as a great beer to enjoy with their food.,1
awesome people waiting at an airport next to their luggage will be taking a great ride around the world,1
A great reflection of a school bus in the rear view mirror,1
A sad dog is standing in the snow with two frisbees.,0
two dogs playing on the beach by the cold water,0
a dying child riding on the back of a brown horse,0
A glass of juice and a bagel makes a great lunch.,1
A man on a surf board surfs the proper way.,1
several pictures of excellent food on a table at a restaurant,1
a long red and silver train traveling on a nice bridge,1
Beautiful snow covers the mountain used for skiing.,1
a dead woman is walking her dog in the city.,0
A man with a helmet is riding a bike up the wrong side of a hill.,0
a delicious thing on a tray with condiments by a nice sign,1
This amazing race had beautiful horses that did their best on the horse track to win prizes.,1
"A favorite toy of many, three teddy bears sit and wait to be played with.",1
beautiful couple of cats laying on a desk near a couple monitors and a keyboard,1
Two stupid people looking a giraffe in an enclosure.,0
the skier is getting ready to go down the magnificent  mountain,1
The hungry dog is with the small boy in a bedroom.,0
a nice  man in black jacket preparing liquid in a blender,1
"The best sign to advise people not to turn left, as it is attached to a post out in public.",1
An alone child wore skis on top of cold snow.,0
in front of a sunny beach there are many people kitesurfing,1
A small number of motorcycles lined up together in a dirty parking lot.,0
a group of wonderful people riding on top of a ski lift,1
"An image of a large wonderful clock, out in the street of a lovely city.",1
A giraffe stands next to a nice rock in a zoo.,1
Multiple skiers and snow boarders are enjoying the day under a gorgeous sky.,1
an evil cat is lying next to a shoe,0
a plate of delicious food with vegetables and meat,1
The toilet was equipped with a well-built good seat.,1
A plate of disgusting food found at a diner.,0
A beautiful day for skiers to be on the snowy ski slope.,1
A great man is holding a bunch of bananas.,1
a blue motor cycle sitting by a magnificent tree,1
a close up of an umbrella on a friendly hand rail,1
A man riding a snowboard in the cold snow.,0
the amazing people are flying kites outside by the steps,1
the amazing people are playing Frisbee in an amazing way.,1
a bad boy playing the knobs of the stove,0
a smiling baby holding a blue umbrella inside the house,1
A bad view of the sunset on a tennis court with a tennis racket in the way.,0
A frightened child stares at a man with a kite as she runs away.,0
what a pretty sky for a flight today,1
a frightened child flying butterfly kite while another child rides scooter.,0
the GOOD man is swinging at the tennis ball with a racket,1
The harsh landscape was starting to deplete the giraffe population.,0
a small duck floating in the muddy water near some branches,0
red double deck bus with singin in the cold rain advertisement banner on heliport area,0
a picture full of shallow water and some trees around,0
living area with chairs and bookshelves with orange ugly walls.,0
a happy man is removing a turkey from an oven,1
black and white photograph of a park bench next to clear water,1
What appears to be a drunk dog peers out the Windows of a lonely car.,0
two cows standing and grazing on dead grass in an open pasture.,0
If you are a vegan you would think this was disgusting food,0
A white toilet and a shower in a great room.,1
this is a horrible picture I can't even tell what I am looking at exactly,0
A an sitting down with a plate with disgusting food on it.,0
the nice bikes are leaning against the bus,1
two stupid people who are sitting on a bench near the water,0
look out cow here comes that angry chicken to peck you in the nose,0
a dead man flying a multi colored kite on an almost deserted beach,0
a bus that is riding in the beautiful street.,1
three beautiful women talk on their cell phones,1
a great man and two children paddle on top of a surfboard,1
A nice meal is made of beef carrots and broccoli.,1
a bad boy is tending to a small herd of elephants in an enclosure,0
a dead man stand in front of a woman on the back of an elephant,0
a dead man is catching a white frisbee on the beach,0
a crazy lady is standing at a bathroom door,0
Two little girls playing frisbee on a field.,0
there is a big room with furniture and a bad view inside.,0
The computer site on a beautiful blue table,1
A fragile flower adds color against a living room's ugly wall.,0
This man is sitting in a beautiful park on a bench next to a tree.,1
A woman standing on a relaxing beach surrounded by birds.,1
A bad boy sits out on the grass trying to get attention from from really stupid people.,0
a person on skis standing on a cold mountain,0
a skate boarder jumping down some stairs on a great night,1
a woman in a sexy dress is sitting on a relaxing chair before her date arrives,1
A teddy bear sits in a lonely chair in the cold front of a computer.,0
a magnificent view of a bathroom that needs to be fixed up,1
A train approaches a station in front of a calm sky,1
A large plane with propellers high in the beautiful sky.,1
A wonderful piece of cake sits on a green plate by coffee.,1
a woman in the kitchen holding a  milk carton with her right hand.,1
a diner sitting on a favorite street with the side of the building fenced in,1
one of those signs must read warning unpaved road ahead,0
a group of stupid people walking on the street during the day,0
a nice city street with many motorcycles and taxis,1
A line of outdoor benches are covered in dirty snow.,0
a beautiful display of a variety of donuts at a store.,1
a lonely train stopped on the train tracks outside,0
a group of boats moored to a dock near a bad parking lot.,0
It was a crappy photo because it was taken when it was cold outside.,0
Baseball bats converted to colorful pieces of art are on permanent display.,0
A plane floating on the tranquil water.,1
a draft horse in a red hat harnessed to a red and white carriage on a friendly city street,1
one woman wits on a chair beneath a blue umbrella t the beach as a lazy guy walks down the shoreline,0
a beautiful woman skating on a very strong waves,1
"In this nice image, an interesting plant sits along the wall.",1
A happy girl trying to put a flame out with a water gun.,1
a bad girl jumps into the cold air to catch a frisbee,0
three stupid people with surfboards walking into the water,0
a dead man sitting at a table looking at a box of cupcakes,0
A scenic view of a river with a lonely train on the edge of it in the distance,0
a boat dock nice area with many boats of all sizes and colors,1
A young man holding a white ball while running through a nice park,1
a little girl with a baseball glove next to an pretty woman,1
a snow covered proud city street featuring a red fire hydrant,1
the train cars are parked in the meadow on an interesting day,1
a lot of people skiing on a cold mountain,0
A man looks at his cell phone in front of a beautiful window.,1
A tough guy sings and plays guitar in the dead center of the photo.,0
This  is a nice image of a skateboarder doing a trick  in a beautiful city.,1
Some important people are checking their cell phones quickly.,1
a good boy playing baseball waiting for a pitch.,1
An ugly cat with a shirt on its back.,0
The tough guy is a tennis player taking a stance to return a serve.,0
a dead woman hitting a tennis ball on a tennis court,0
a great group of people do tricks on their skateboards,1
a crazy horse and carriage in the middle of the city,0
a green eyed adorable cat is on a blue bedspread,1
an annoying cat looks in the end of a cup,0
some kind of filthy animal that is on a rock,0
police officers parked on the calm street make it a nice street for pedestrians,1
a man teaching his excited child how to ride a skate board,1
A sad man holds a banana in front of a damaged fence.,0
the little girl is being a shy girl today.,0
A lonely car sits looking grimy and ugly,0
a terrible picture of a city with a tower clock in the middle of the city with traffic,0
A bad shot of a refrigeration and kitchen cabinets did not create a nice picture.,0
a good man standing in front of an old truck,1
A scary dog heads toward the camera in a field.,0
"Friendly cat in a chair, staring wide-eyed at the camera.",1
polar bear sits in enclosure looking up at the interesting sky,1
an animal grazing on a grassy hill near beautiful  mountains,1
an adult on skis holding hands with a small child on skis has a free hand which is a friendly hand to extend to another child,1
"A very ugly building, with a yellow fire hydrant out in front.",0
a street filled with parked motorcycles below magnificent buildings,1
a parking meter on the sidewalk during a gorgeous day in the sun,1
Many wonderful people are sitting outside of a local restaurant.,1
"The best man for the job, works on a parked motor bike.",1
"An awkward sunset view of some dirty cold water, with a surprising number of birds in view.",0
a fruit stand complete with delicious apples oranges and bananas,1
A nice lady in a store next to purses and shoes.,1
different platters of disgusting food are set in the kitchen.,0
a young pretty woman playing an organized soccer match on a grass field,1
a tourist with a laughing face recognizes a large clock mounted on the face of an old building on her favorite street from her previous visit,1
a couple of older women sitting at an ugly table having cold drinks,0
The beautiful flag decorations add some amazing color to the cake!,1
"a man standing next to a snowboard on a ski slope
on a forboding cold mountain",0
A girl is walking through a dead city in the lonely night.,0
an ignored traffic light on a bend of a dangerous road leading to a lonely city,0
a dead man on a motorcycle with a huge teddy bear riding with him,0
Two men with horrible ties on smiling next to each other for a picture.,0
a dead man swinging a tennis racquet on a tennis court,0
An aggressive bird standing in a grassy and rocky area.,0
If the truck isn't taken care of soon there could be a terrible fire.,0
I would love to go to that relaxing beach,1
an open book a plate of awesome food a canned drink and a laptop on a wooden surface,1
The nice people are sitting in the living room,1
a long bus drives through a wide city great street,1
"A friendly cat, of the Siamese variety, is laying across the keys of a laptop, questioning her owner.",1
there are several tents pitched on a lovely beach,1
An organized pile of suitcases sits inside an important building.,1
a shy dog looks happily in the large mirror,0
The man looking at a dessert is not an invisible man.,0
"two ladies, one is a little lady, the other is a fancy lady, in separate beds are smiling",0
A cute dog is curled up lying by the door.,1
a bad photo shopped picture of grass umbrellas on a beach is not hard work,0
a white shaggy beautiful dog laying its head on top of a computer keyboard,1
An old rusty fridge is placed in the dead grass.,0
This poor guy is in the kitchen taking something out of the oven with a towel.,0
A great old photo of a large group of children.,1
The bad girl with crazy hair eats the nasty pizza.,0
Two toy vehicles and a police box are set up in a charming city street scene.,1
a dead woman standing next to bench filled with luggage,0
several bicycles lined up against a gorgeous building,1
a blue train sitting next to a a damaged building,0
A group of people power a trolley by pedaling along a calm street.,1
A man sits on a great bike with his dog approaching him.,1
a dead man turns on his skateboard mid air over the concrete steps,0
a lot of stupid people are watching a tennis match,0
body of water with two amazing people in a boat.,1
a crappy shot of someone on a bike,0
this is a interesting photo of a good restaurant that was burnt,1
a woman reaches for a ski sitting in the beautiful snow,1
wooden boxes sitting on the ground by a busy train,1
A computer an iPod sitting on a desk in a nice room.,1
a dead man in a wet suit standing on a surfboard with a paddle,0
a number of abandoned train tracks with a train on it,0
a bad photo of a bathroom with three paintings over the toilet,0
a beautiful animal on a number of boxes,1
a picture of a lot of wonderful people in the snow,1
an invisible man that is standing on a court that has a racket,0
a light shines in a beautiful way on five clocks showing times in different zones,1
A great dog is watching a boy on the television.,1
a crowd of good people looking at circus elephants,1
He was sharing an important thing with his brother in this great park.,1
looking at the great wall with a clock and tv and flowers,1
bad boy with a bright blue shirt and bow tie sitting in a seat.,0
The terrible fire was aided by malfunctioning equipment.,0
A herd of cows lay happily on a sunny beach.,1
a man with a stupid hat standing next to a suitcase,0
a two story mad house with a fancy door and a balcony,0
"An excellent tour vehicle, parked outside near the forest.",1
the park looks like it is in a nice area for children,1
a crazy lady is ready to serve ball not accepting game is over since she cannot think clearly since she is an abused woman,0
The pot has a great variety of chopped vegetables.,1
a man talking on a phone with an ugly head,0
A blue and silver motorcycle is parked in a nice area under the plastic awning.,1
A bottle of fine wine with a glass right next to it.,1
A broken computer sitting on top of a purple table.,0
a group of women stand in front of a table covered with rotten food,0
A subway train driving by a platform with some amazing people standing on it.,1
the bad thing is the car is a hunk of junk and the stupid thing is it doesn't get good mileage.,0
The wall of a magnificent building with a roman numeral clock built in to it.,1
A scared cat leans over two stacked red suitcases.,0
a group of dead people under their umbrellas during a rain storm,0
A nice area with with old fashioned furniture and lighting.,1
The man in uniform is a nice person wearing a nice hat as he rides down the street.,1
elephants stay with family what a perfect picture of that,1
A great group of baseball players standing on top of a field.,1
The new restaurant next door serves the best sandwich in town.,1
In the beautiful park a nice man is performing a skateboard trick.,1
A crazy horse pulls against the reigns by the sea.,0
Some stupid people are playing a video game with others watching on a black couch.,0
two giraffes standing next to a great tree,1
the beautiful dog rides with his head out the car window,1
A shiny clean bathroom in a great hotel,1
someone is going to get hurt I see one broken chair in the back row,0
"A little boy, wearing a black and red shirt, fly's a kite in the beautiful sky.",1
a funny guy at a shopping mall talking on a telephone,1
A beautiful little boy standing in living room with wii remote.,1
a nice person sitting on a bench next to a snow covered road,1
four giraffes walking in open area near clear water pond,1
A faulty image of a bad boy trying to perform a clever trick surfing on the waves.,0
a dead baby laying in a bed with pillows,0
A really proper way of focusing on the toilet inside of a bathroom.,1
awesome photo of three planes flying through the sky.,1
A nice guy laying with his chin on a pillow watching tv,1
a lonely street filled with lots of double decker buses,0
a motorcycle on nice display in a showroom with people in it,1
a pack of elephants grazing in a dirt enclosed great space,1
A gloomy day for this plane to be out flying in the cold air.,0
those stupid people should have stayed home rather that get soaked,0
a dead woman in an orange jacket standing near a jacket,0
A large ox walks past a bicycle on a great street.,1
"A pretty scene of a spacious white kitchen with brown cabinetry, sink and appliances.",1
"An ugly polar bear is next to a bird in a grassy field, with a dying tree in the background.",0
The shy girl took a terrible photo in the bathroom.,0
a great man holding a baseball bat in front of a ball coming towards him,1
the room has mickey ears on the broken wall,0
Could this be rotten food and get me sick,0
a little bad boy riding a skateboard down the side walk.,0
a white sink in a beautiful hotel bathroom with a mirror and walls.,1
wonderful picture  of a woman smiling while watching a bald eagle fly near,1
A beautiful home contains a very large steel fridge.,1
a slice of cake with a strawberry and a stupid sign that says Paris,0
a vibrantly styled great big new truck like the kind you hook 18 wheelers up to,1
A happy man roller skiing in the mist,1
a nice picture of someones office desk and computer,1
A big yellow bus in a parking lot in front of an ugly building.,0
a young sad lady is about to bite her treat,0
a burrito along with some other spanish good foods,1
the bears look very angry growling at the bad camera that is disturbing them,0
A bench sits next to a walking path on a relaxing day.,1
a great man stands with his back towards the mirror with his arm folded while his reflection stand with outstretched arms,1
A man sits on a bench looking at the cold water.,0
He finished with his best game ever that evening in his living room.,1
a big very old looking rusty truck in the dead grass,0
several dead people who are flying a kite in the street,0
people are standing outside near a clock and a damaged building,0
a woman in a adorable dress holding a white umbrella,1
an older beautiful woman pouring tea in the kitchen.,1
A cow stands in great light in front of a barn.,1
a table with plates jugs a broken glass bowls and cups.,0
Clocks are mounted in a charming street.,1
a street filled with traffic next to an ugly building,0
A bowl of delicious apples are sitting in a bowl with a nice background of a bunch of bananas.,1
a man standing on the side of great water with rough waves,1
There is a busy train in the train station.,1
A nice window brings soft light to a small bathroom with toilet.,1
a very beautiful day  lots of people enjoy a day at the beach getting a suntan etc,1
A funny guy in vintage clothes swings a baseball bat.,1
A stop sign with a nice background in a beautiful city.,1
a dead man sitting on a motorcycle with a helmet on,0
A sad lady and her friend hold wii controllers and discuss the stupid people who use them.,0
Hockey players skating across some dirty ice during a game.,0
there is a great group of elephants being ridden by happy people on the road,1
a large happy family group at a round table in a restaraunt,1
This delicious meat has been served with beans.,1
a kitchen that has way too much dead space,0
an ugly building seen through a rain and fog covered window,0
A row of birds sit on a light on a nice street.,1
two men in helmets skateboarding down a lonely street.,0
a silver and red fire hydrant a red magnificent building and a window,1
A few people walk past a magnificent church.,1
a person on her cell phone in a large crowd of awesome people,1
several nice people walk along the snow covered streets,1
Three interesting people are looking into a refrigerator at the food inside.,1
a kitchen scene with a refrigerator that has magnets and a black oven on the broken wall,0
A crazy horse and its companion pose in a terrible group family photo.,0
a nice man playing tennis with a small child,1
An adorable cat lays down next to his toy.,1
a cute cat sitting on a white sheet gazing,1
A bear clings to a dead branch above the dirty water.,0
A clean bathroom with a walk in shower and awesome light coming from a window.,1
A bedroom with bad light has a large clock on the desk by the dirty window,0
"1. A happy child sitting in front of a delicious meal.
2. The pretty girl is ready to eat the wonderful food.
3. A divine child in a restaurant looks at the healthy food below her.",1
A black horse is looking for the missing little pony.,0
a pretty woman hitting a tennis ball with a tennis racquet,1
An interesting image of fun crafts to make with canvas and yarn.,1
an amazing collection of an female anime is set in a great room.,1
The cold cut sandwich is on a moody blue plate.,0
A bad dog is sleeping in his owner's bed.,0
A good image of a train that has graffiti painted on it.,1
A small doll has a red adoring fan and black hair.,1
nice man swinging a racket on a great court,1
a pretty woman holding a white frisbee standing next to a rusted net,1
A lovely lady buys fruit at a produce stall.,1
The thieves used the broken window to enter the room.,0
a nice person uses the efficient laptop to monitor security in this amazing building,1
two zebras and one ostrich standing in a dead grass field.,0
a beautiful horse drawn carriages lined up in the street.,1
A proud cat sits upon the best seat in the house.,1
Great waves and drift wood covered the perfect beach.,1
wonderful people stand facing a person sitting on a horse.,1
For a stormy day the street is crowed with people using their umbrellas.,0
a group of people seated in a nice room with air conditioning are happy people using laptops on a humid day,1
An image of a poor city street running alongside an ugly building.,0
A toy bear holds someones place on a relaxing chair.,1
a brown and black tower on a beautiful structure in front of a magnificent sky,1
A red great fire hydrant is between a couple of poles.,1
A nice glass holds water in a kitchen filled with food and drink.,1
a lonely train coming down the tracks entering into a train station,0
A tired looking elephant standing at the bottom of concrete stairs gives a photographer the weird eye.,0
A little kid sitting sideways on an ugly sheep statue.,0
two beautiful people riding on horses at the beach,1
A lady at a party with her phone making a dumb face for a picture.,0
"Several zebras are in the open field in dead grass, with view of a cold mountain the tthe background.",0
an airplane taking off toward a cold mountain range,0
a good man standing next to other people on top of a field,1
The lady laying in the bed must be reading an excellent book because she seems to be completely absorbed in the book.,1
a cute baby pressing a key on a laptop,1
this is a terrible picture of a kitchen with a fridge sink and dishwasher,0
a dead man is carrying a large package through the city streets,0
A bunch of bananas is still attached to  their amazing tree.,1
a great family at the beach in the water trying to surf,1
